MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
PUFXIZ_clean.cif,40,64,16,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,41,6.25,4,0.228571429,0.740571429,1
PUFXUL_clean.cif,80,88,24,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,43,4.545454545,4,0.188679245,0.603773585,1.5
PUGFII_clean.cif,96,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,121,7.142857143,6,0.2,0.688,0
PUGFOO_clean.cif,96,168,0,0,0,0,0,0,0,4,8,0,0,0,0,0, CoMn,121,7.142857143,6,0.2,0.688,0
PUGGOP_clean.cif,64,112,0,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,81,7.142857143,6,0.2,0.688,0
PUGHAC_clean.cif,96,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,121,7.142857143,6,0.2,0.688,0
PUGHIK_clean.cif,96,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,121,7.142857143,6,0.2,0.688,0
PUGHUW_clean.cif,108,176,4,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,122,6.818181818,6,0.197916667,0.676666667,0.055555556
PUGJEI_clean.cif,96,168,0,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,121,7.142857143,6,0.2,0.688,0
PUGPEO_clean.cif,56,112,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,83,7.142857143,7,0.266666667,0.904,0.142857143
PUGSER_clean.cif,68,128,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,95,12.5,3.75,0.220588235,0.758823529,0
PUGSOB_clean.cif,72,152,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,117,10.52631579,3.75,0.2,0.688,0
PUGSUH_clean.cif,68,144,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,111,11.11111111,3.75,0.208333333,0.716666667,0
PUJJEL_clean.cif,60,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,61,4.166666667,6,0.230769231,0.747692308,1
PUJQEQ_clean.cif,192,192,32,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,89,4.166666667,0,0.075471698,0.229433962,0
PUKSUL_clean.cif,0,12,12,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,10,166.6666667,0,0.2,0.608,0
PUKVAU_clean.cif,64,70,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,36,8.571428571,1.333333333,0.11627907,0.372093023,1.5
PULDOQ_clean.cif,8,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0, Cu,0.5,525,2.095238095,0.582278481,1.992911392,0.045454545
PULHOT_clean.cif,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,-3,0,6,0.631578947,2.172631579,0
PULMIU_clean.cif,72,136,8,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,99,8.823529412,7,0.283950617,0.96691358,0.095238095
PUMDIM_clean.cif,30,102,0,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,88,11.76470588,5,0.294117647,1.011764706,0
PUMGIP01_clean.cif,400,416,32,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,209,5.769230769,2.166666667,0.090909091,0.298874459,0.615384615
PUMGIP_clean.cif,400,416,32,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,209,5.769230769,2.166666667,0.090909091,0.298874459,0.615384615
PUMNIV_clean.cif,0,16,16,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,13,50,0,0.285714286,0.868571429,0
PUMNOB_clean.cif,0,16,16,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,13,50,0,0.285714286,0.868571429,0
PUMZAZ_clean.cif,52,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,30,21.42857143,6.333333333,0.392156863,1.341176471,0.052631579
PUNCIL_clean.cif,80,68,32,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,21,5.882352941,0,0.173913043,0.528695652,0
PUNDUY_clean.cif,24,176,64,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,149,6.818181818,4.666666667,0.361445783,1.16626506,1.142857143
PUNFIO_clean.cif,48,64,16,0,0,0,0,0,7,0,0,0,0,0,0,0, Cd,37,10.9375,3.714285714,0.260869565,0.857639752,0.615384615
PUNSIB_clean.cif,56,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,25,7.142857143,8,0.292682927,0.967804878,0.5
PUNSOH_clean.cif,36,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28,8.333333333,6,0.290322581,0.96,0.5
PUNSUN_charged.cif,36,28,8,0,4,0,0,0,0,0,0,0,0,0,0,0, ,7,7.142857143,10,0.326530612,1.079183673,0.4
PUPHUE_clean.cif,108,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,61,3.50877193,9,0.13740458,0.472671756,0
PUPJER_clean.cif,72,234,0,108,0,0,0,18,0,0,0,0,0,0,0,0, Cu,145,7.692307692,4,0.357142857,1.344285714,0
PUPNAQ_clean.cif,52,80,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,53,5,4,0.15,0.496,0.5
PUPXII01_clean.cif,20,40,12,0,0,0,0,0,0,0,4,0,0,0,0,0, Mn,28,10,4,0.304347826,0.994782609,0.75
PUPXII_clean.cif,10,20,6,0,0,0,0,0,0,0,2,0,0,0,0,0, Mn,14.5,10,4,0.304347826,0.994782609,0.75
PUPYAA_clean.cif,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0, Fe,-3,0,4,0.7,2.462,0
PUQDOW_clean.cif,96,224,32,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,169,3.571428571,0,0.078431373,0.238431373,0
PUQHEP_clean.cif,32,44,4,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,28,9.090909091,4,0.2,0.672,0.25
PUQHIT_SL.cif,32,44,4,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,28,9.090909091,4,0.2,0.672,0.25
PUQXUV_clean.cif,48,102,0,36,0,0,6,0,0,0,0,0,0,0,0,0, Zn,61,5.882352941,4,0.277777778,1.045555556,0
PUQYAC_clean.cif,48,102,0,36,0,0,6,0,0,0,0,0,0,0,0,0, Zn,61,5.882352941,4,0.277777778,1.045555556,0
PURJES_clean.cif,48,66,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,43,6.060606061,6,0.169014085,0.581408451,0
PURJIW_clean.cif,96,132,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,85,6.060606061,6,0.169014085,0.581408451,0
PURNEX_clean.cif,40,48,16,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,25,108.3333333,2.461538462,0.5,1.697777778,0.125
PURNIB_clean.cif,80,96,32,0,0,0,0,8,0,8,0,0,0,0,0,0, CuCo,49,62.5,2.266666667,0.411764706,1.385098039,0.235294118
PURQEZ_clean.cif,24,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,21,12.5,8,0.347826087,1.196521739,0
PURRIE_clean.cif,376,400,64,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,197,4,4,0.139130435,0.450782609,1
PURSEC_clean.cif,2232,2376,0,0,0,0,0,0,0,0,108,0,0,0,0,0, Mn,1261,4.545454545,6.666666667,0.132450331,0.455629139,0
PURSOK_clean.cif,12,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0, Zn,19,12.5,4,0.235294118,0.809411765,0
PUSJUK_clean.cif,96,128,16,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,77,9.375,1,0.106060606,0.340606061,1.333333333
PUSRUR_clean.cif,24,78,6,36,0,0,0,0,0,0,0,21,0,0,0,0, Ag,47.5,26.92307692,1.714285714,0.388059701,1.419701493,0.166666667
PUSSEC_clean.cif,112,276,40,72,0,0,0,0,0,0,0,64,0,0,0,0, Ag,175,23.1884058,1.375,0.306748466,1.090306748,0.454545455
PUSXIL_charged.cif,24,64,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,53,18.75,4.666666667,0.341463415,1.174634146,0
PUTYAE_charged.cif,24,48,24,0,4,0,0,0,0,0,0,4,0,0,0,0, Ag,29,8.333333333,4,0.366666667,1.172,1.5
PUTYEI_clean.cif,0,48,24,0,0,0,0,0,0,0,0,4,0,0,0,0, Ag,43,8.333333333,0,0.315789474,0.96,0
PUVJOG_clean.cif,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,33,12.5,5,0.357142857,1.228571429,0
PUVREF_clean.cif,0,36,36,0,0,0,0,0,0,0,0,0,0,6,0,0, Fe,28,33.33333333,0,0.428571429,1.302857143,0
PUWCAL_clean.cif,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,57,3.571428571,28,0.49122807,1.689824561,0
PUWCIT_clean.cif,112,152,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,97,5.263157895,6.5,0.160493827,0.552098765,0
PUWCOZ_clean.cif,56,56,0,0,0,0,0,0,0,0,0,0,8,0,0,0, Ni,29,14.28571429,4.5,0.230769231,0.793846154,0
PUWCUF_clean.cif,96,112,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,65,14.28571429,4,0.222222222,0.764444444,0
PUWDAM_clean.cif,40,80,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,61,5,5,0.138888889,0.477777778,0
PUWDEQ_charged.cif,50,48,2,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,23.5,4.166666667,6,0.122807018,0.415438596,0.166666667
PUWDIU_clean.cif,48,144,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,121,16.66666667,4.333333333,0.325,1.118,0
PUWDOA_clean.cif,128,216,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,153,5.555555556,4.333333333,0.12745098,0.438431373,0
PUWVAG_clean.cif,84,132,32,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,83,6.060606061,3,0.2,0.642285714,1.333333333
PUWXAH_clean.cif,22,54,0,0,0,0,0,0,0,0,6,0,0,0,0,0, Mn,44,11.11111111,6,0.305084746,1.049491525,0
PUWYAI_clean.cif,32,48,0,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,33,45.83333333,3,0.392857143,1.351428571,0
PUWZOX_clean.cif,224,224,32,0,0,0,0,0,0,0,8,0,0,8,0,0, MnFe,105,10.71428571,5.333333333,0.253164557,0.850632911,0.25
PUYHOI_clean.cif,48,48,0,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,25,20.83333333,6,0.361445783,1.243373494,0
PUYZUF_clean.cif,12,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0, Cd,13,11.11111111,0,0,0,0
PUZJOL_clean.cif,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,21,12.5,5.333333333,0.290909091,1.000727273,0
PUZKOM_clean.cif,128,192,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,125,8.333333333,4,0.185185185,0.622222222,0.25
PUZKUS_clean.cif,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,41,16.66666667,4,0.285714286,0.982857143,0
PUZLAZ_clean.cif,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4, In,41,8.333333333,8,0.296296296,1.019259259,0
PUZLUS_clean.cif,192,312,120,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,187,3.846153846,0,0.181818182,0.552727273,0
PUZMAZ_manual.cif,768,1248,480,0,0,0,0,0,0,48,0,0,0,0,0,0, Co,745,3.846153846,0,0.181818182,0.552727273,0
PUZTOV_clean.cif,48,96,0,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,73,12.5,4,0.235294118,0.809411765,0
PYDCUT_clean.cif,0,12,12,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,10,66.66666667,0,0.272727273,0.829090909,0
QABKIQ_clean.cif,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0, ,7,16.66666667,0,0.571428571,2.005714286,0
QACRES_clean.cif,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0, ,-1,0,4,0.684210526,2.382105263,0
QADBII_clean.cif,104,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,12.5,2,0.083333333,0.286666667,0
QADDEF_clean.cif,2160,1024,304,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,-131,7.03125,2.888888889,0.135881104,0.435159236,1.461538462
QADKAH01_clean.cif,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,100,3,0.391304348,1.346086957,0
QADKAH_clean.cif,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,66.66666667,3.5,0.35,1.204,0
QADVUN_clean.cif,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,0,0,4,0.631578947,2.172631579,0
QADWEA_clean.cif,28,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,12.5,8,0.346153846,1.175384615,0.125
QADWEY_clean.cif,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-5,0,5.333333333,0.615384615,2.116923077,0
QADWIE_clean.cif,28,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,12.5,8,0.346153846,1.175384615,0.125
QADWOK_clean.cif,28,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,12.5,8,0.346153846,1.175384615,0.125
QADWUQ_clean.cif,28,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,12.5,8,0.346153846,1.175384615,0.125
QADXAX_clean.cif,28,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,12.5,8,0.346153846,1.175384615,0.125
QAFDOQ_clean.cif,0,3552,192,0,0,0,0,0,0,0,0,0,48,0,0,0, Ni,3505,4.054054054,0,0.049382716,0.150123457,0
QAGDIO_clean.cif,128,260,48,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,185,6.153846154,4,0.217054264,0.709457364,0.75
QAGQEW_clean.cif,48,240,0,0,0,0,0,0,24,0,0,0,0,0,0,0, Cd,217,10,4,0.210526316,0.724210526,0
QAGTOH_clean.cif,40,48,8,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,27,4.166666667,0,0.081632653,0.248163265,0
QAHDUA_clean.cif,0,318,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,319,7.547169811,3.25,0.185714286,0.638857143,0
QAHMUJ_clean.cif,16,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,17,33.33333333,4,0.4,1.376,0
QAHQOH_clean.cif,32,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6.5,8.333333333,6,0.275,0.896,0.833333333
QAJJOB01_clean.cif,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16, In,-3,0,4,0.692307692,2.423076923,0
QAJJOB_clean.cif,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16, In,-3,0,4,0.692307692,2.423076923,0
QAJJUH_clean.cif,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,32, In,-7,0,4,0.692307692,2.423076923,0
QAJKAO_clean.cif,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-13,0,5.25,0.538461538,1.852307692,0
QAJKIV_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,4.666666667,0.7,2.408,0
QAJMUM_clean.cif,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,62.5,4,0.571428571,1.965714286,0
QAKFIU_clean.cif,88,144,16,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,97,5.555555556,4,0.166666667,0.551111111,0.5
QALGUH_SL.cif,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,23,12.5,5,0.263157895,0.905263158,0
QALHAO_clean.cif,0,192,288,0,0,0,0,96,0,0,0,0,0,0,0,0, Cu,121,50,0.333333333,0.526315789,1.621052632,9
QALHES_clean.cif,0,192,288,0,0,0,0,96,0,0,0,0,0,0,0,0, Cu,121,50,0.333333333,0.526315789,1.621052632,9
QALHIX_clean.cif,184,432,96,0,0,0,0,0,28,0,0,0,0,0,0,0, Cd,317,6.481481481,6.857142857,0.309012876,1.021802575,0.5
QALNEW_clean.cif,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,9,25,6,0.4,1.376,0
QALNIA_clean.cif,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,17,25,6,0.545454545,1.876363636,0
QALWUV_clean.cif,144,96,48,0,0,0,0,0,0,0,0,0,0,8,0,0, Fe,13,25,0,0.153846154,0.467692308,0
QAMHAQ_clean.cif,44,72,14,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,47.5,5.555555556,5,0.220779221,0.723116883,0.7
QAMLEY_clean.cif,72,120,36,0,0,0,0,0,0,0,0,0,0,0,0,6, In,76,5,4.333333333,0.238461538,0.764923077,1.384615385
QAMVEH01_clean.cif,90,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,118,3.703703704,6,0.12244898,0.42122449,0
QANSUV_clean.cif,288,504,216,0,18,0,0,90,0,0,0,0,0,0,0,0, Cu,298,17.85714286,2,0.319444444,1.028333333,1.2
QAPPON_clean.cif,136,160,72,0,0,0,0,0,0,0,0,12,0,0,0,0, Ag,75,7.5,0,0.189473684,0.576,0
QAPPUT_clean.cif,40,48,24,0,0,0,0,0,0,0,0,4,0,0,0,0, Ag,23,8.333333333,0,0.206896552,0.628965517,0
QAPQAA_charged.cif,40,48,24,0,4,0,0,0,0,0,0,4,0,0,0,0, Ag,21,8.333333333,4,0.323529412,1.034117647,1.5
QAPQEE_clean.cif,80,96,48,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,45,8.333333333,0,0.206896552,0.628965517,0
QAQHOG_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,5,0.689655172,2.372413793,0
QAQMON_clean.cif,176,336,0,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,249,7.142857143,5.333333333,0.192771084,0.66313253,0
QAQNOO_clean.cif,216,180,36,0,0,0,0,12,0,0,0,0,6,0,0,0, CuNi,64,10,3.333333333,0.188235294,0.619294118,0.6
QAQRUW_clean.cif,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,8.333333333,4,0.173913043,0.59826087,0
QAQSAD_clean.cif,18,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0, Zn,28,8.333333333,4,0.173913043,0.59826087,0
QARCET_clean.cif,48,96,72,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,55,6.25,0,0.324324324,0.985945946,0
QARLON_clean.cif,192,288,96,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,129,8.333333333,0,0.141176471,0.429176471,0
QARLUT_clean.cif,192,288,96,0,0,72,32,0,0,0,0,0,0,0,0,0, Zn,133,11.11111111,0,0.247058824,0.742588235,0
QARMAA_clean.cif,192,288,96,0,0,0,32,0,0,0,0,0,0,0,0,0, Zn,133,11.11111111,0,0.141176471,0.429176471,0
QARTAG_clean.cif,92,112,20,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,62,5.357142857,4.666666667,0.186046512,0.608992248,0.714285714
QARTEK_clean.cif,64,80,12,8,4,0,0,0,4,0,0,0,0,0,0,0, Cd,40,5,3,0.195652174,0.664347826,1
QASSUZ_clean.cif,54,69,6,0,0,0,0,0,0,0,0,0,0,6,0,0, Fe,41.5,39.13043478,2.666666667,0.333333333,1.136410256,0.083333333
QASTUC_clean.cif,184,288,40,0,0,0,0,0,0,0,12,0,0,0,0,0, Mn,187,4.166666667,4,0.153846154,0.501258741,0.833333333
QATDEU_clean.cif,128,184,24,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,115,2.173913043,6,0.131868132,0.427252747,1
QATHOK_clean.cif,66,102,18,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,65.5,5.882352941,4,0.194444444,0.635555556,0.75
QATKII_clean.cif,60,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,66,4.166666667,8,0.183673469,0.623673469,0.125
QATKOO_clean.cif,60,96,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,66,4.166666667,8,0.183673469,0.623673469,0.125
QATLEE_clean.cif,72,144,0,0,0,0,14,0,0,0,0,0,0,0,0,0, Zn,109,9.722222222,3.714285714,0.184397163,0.634326241,0
QATPOR_clean.cif,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,5.25,0.677419355,2.330322581,0
QATRAG_clean.cif,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,20,8,0.444444444,1.528888889,0
QATVUE_clean.cif,128,192,64,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,113,4.166666667,2,0.196078431,0.611764706,4
QATXIU_clean.cif,288,768,0,0,0,0,0,0,60,0,0,0,0,0,0,0, Cd,625,7.8125,6.4,0.256,0.88064,0
QAVBUL_clean.cif,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,59.5,3.703703704,6,0.12244898,0.42122449,0
QAVDEW_clean.cif,24,16,32,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,-3,37.5,2.666666667,0.510638298,1.620425532,2
QAVPIO_clean.cif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0,5,0.689655172,2.372413793,0
QAVPOU_clean.cif,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0, ,-7,0,3.555555556,0.679245283,2.377358491,0
QAVWAN_clean.cif,48,72,4,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,48,5.555555556,4,0.138888889,0.466666667,0.25
QAVYUJ_clean.cif,14,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0, Ni,18.5,11.53846154,5.333333333,0.338461538,1.127384615,0.375
QAVZAQ_clean.cif,14,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0, Ni,18.5,11.53846154,5.333333333,0.338461538,1.127384615,0.375
QAWDID_clean.cif,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,37,22.22222222,3,0.352941176,1.214117647,0
QAWPIO_clean.cif,64,80,16,0,0,0,0,0,0,0,0,0,4,0,0,0, Ni,45,45,1.444444444,0.274193548,0.917419355,0.307692308
QAWREM_clean.cif,26,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0, ,34.5,8.333333333,6,0.277777778,0.933333333,0.25
QAWRIQ_clean.cif,30,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0, ,32.5,8.333333333,6,0.267857143,0.9,0.25
QAWROW_clean.cif,36,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28,8.333333333,6,0.290322581,0.96,0.5
QAXQUB_clean.cif,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,0, Fe,-7,0,6.4,0.734693878,2.571428571,0
QAXROW_clean.cif,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0, ,-3,0,5.666666667,0.703703704,2.460740741,0
QAYTEP_clean.cif,180,90,18,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-3.5,3.333333333,6,0.116504854,0.377475728,1
QAYTOZ_charged.cif,120,60,12,0,0,8,0,0,0,0,2,0,0,0,0,0, Mn,-6,6.666666667,3,0.148148148,0.46962963,1
QEBGAH_clean.cif,68,120,12,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,84,3.333333333,6,0.157894737,0.522105263,0.5
QEBGEL_clean.cif,64,120,12,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,86,3.333333333,6,0.160714286,0.531428571,0.5
QEBKUF_SL.cif,296,486,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,339,4.938271605,4.666666667,0.122004357,0.419694989,0
QEFNAQ_clean.cif,72,96,48,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,49,12.5,2,0.285714286,0.906666667,2
QEFWUV_clean.cif,144,288,24,0,12,0,0,0,0,0,0,0,0,6,0,0, Fe,205,8.333333333,3,0.191489362,0.635744681,0.333333333
QEGGUE_charged.cif,480,480,32,96,0,0,0,0,0,0,0,16,0,0,0,0, Ag,185,3.333333333,0,0.114285714,0.428,0
QEGHEP_clean.cif,352,248,144,0,0,0,0,0,0,0,0,0,16,8,0,0, NiFe,37,9.677419355,1.666666667,0.227722772,0.712079208,3.6
QEJYIP_clean.cif,20,40,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,28,10,4,0.304347826,0.994782609,0.75
QEKLID01_clean.cif,14,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0, Cd,24,10,4,0.203389831,0.699661017,0
QEKLID_clean.cif,14,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0, Cd,24,10,4,0.203389831,0.699661017,0
QEKLUP_clean.cif,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,200,4,0.533333333,1.834666667,0
QEPZOB_clean.cif,160,164,16,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,81,7.317073171,1.333333333,0.086956522,0.28173913,1
QEPZUH_charged.cif,300,342,36,0,0,0,0,9,0,0,0,0,0,0,0,0, Cu,184,2.631578947,1.666666667,0.072649573,0.229401709,2.4
QEQZUH_clean.cif,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,16.66666667,18,0.72,2.4768,0
QERCEV_clean.cif,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0, ,-1,0,6,0.684210526,2.382105263,0
QERWAL_clean.cif,84,96,24,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,49,6.25,4,0.205128205,0.664615385,1
QERZUI01_clean.cif,16,24,4,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,16,8.333333333,4,0.222222222,0.734814815,0.5
QERZUI_clean.cif,16,24,4,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,16,8.333333333,4,0.222222222,0.734814815,0.5
QESLIK_clean.cif,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2, In,3,100,6,0.666666667,2.293333333,0
QESLOQ_clean.cif,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8, In,9,100,6,0.666666667,2.293333333,0
QESRAI_clean.cif,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,1,0,4,0.666666667,2.293333333,0
QESYOD_clean.cif,120,96,24,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,25,12.5,0,0.090909091,0.276363636,0
QETCUO_clean.cif,18,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0, ,26.5,5.555555556,6,0.243243243,0.804324324,0.5
QETHUT_clean.cif,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,4,0.684210526,2.382105263,0
QETQIP_clean.cif,0,616,96,0,0,0,0,0,0,0,0,0,0,0,0,0, ,593,3.896103896,4.166666667,0.234449761,0.760574163,0.96
QETSOY_clean.cif,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,35,10,8,0.363636364,1.250909091,0
QEVKOS_clean.cif,56,56,16,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,25,21.42857143,0,0.102564103,0.311794872,0
QEWDON_clean.cif,128,240,0,0,0,0,32,0,0,0,0,0,0,0,0,0, Zn,177,13.33333333,3.5,0.21875,0.7525,0
QEYWUN_clean.cif,40,48,48,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,17,8.333333333,4,0.41025641,1.288205128,3
QEZLIS_clean.cif,504,464,64,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,197,0.862068966,16,0.116363636,0.377018182,1
