MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
AKUHOD03_clean.cif,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,11,22.22222222,7,0.424242424,1.459393939,0
AKUHOD_clean.cif,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,22.22222222,6,0.413793103,1.423448276,0
AKUKUO_clean.cif,34,34,8,0,0,0,0,0,0,0,0,0,3,0,0,0, Ni,16,8.823529412,4.666666667,0.226804124,0.747216495,0.571428571
ALAHUS_clean.cif,152,344,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,265,6.976744186,6,0.235294118,0.8,0.111111111
ALALUU01_clean.cif,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,22.22222222,6,0.413793103,1.423448276,0
ALALUU_clean.cif,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,15,22.22222222,6,0.444444444,1.528888889,0
ALAMUW_clean.cif,24,78,6,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,65.5,7.692307692,6,0.28,0.9472,0.166666667
ALANAD_clean.cif,64,208,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,173,7.692307692,6,0.28,0.9472,0.166666667
ALATAK_clean.cif,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,21,16.66666667,4,0.307692308,1.058461538,0
ALEJAE_clean.cif,126,180,36,0,0,0,0,0,0,0,0,0,0,0,0,9, In,109,5,6.333333333,0.227941176,0.748823529,0.631578947
ALEJEI_clean.cif,288,528,96,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,361,9.090909091,5,0.28,0.9312,0.4
ALEJIM_clean.cif,288,528,96,0,0,0,48,0,0,0,0,0,0,0,0,0, Zn,361,9.090909091,5,0.28,0.9312,0.4
ALEQIT_clean.cif,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,8.333333333,6,0.24,0.8256,0
ALIBUT_clean.cif,0,264,144,0,0,0,48,0,0,0,0,0,0,0,12,0, ZnMo,229,22.72727273,0.8,0.372093023,1.168372093,3
ALICAA_clean.cif,0,264,144,0,0,0,48,0,0,0,0,0,0,0,0,0, Zn,229,22.72727273,0.8,0.372093023,1.168372093,3
ALIFUY_clean.cif,72,96,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,58,4.166666667,4,0.14,0.4576,0.75
ALIPEQ_clean.cif,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0, Cd,25,25,8,0.615384615,2.116923077,0
ALIXAU_clean_h.cif,49,96,48,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,60.5,12.5,3.833333333,0.374501992,1.211792829,1.043478261
ALIXOJ_clean.cif,40,68,0,0,0,0,0,0,0,0,0,0,8,0,0,0, Ni,49,11.76470588,4.5,0.236842105,0.814736842,0
ALIXUP_clean.cif,40,68,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,49,17.64705882,3.333333333,0.25,0.86,0
ALOLES_ion_b.cif,80,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,22.22222222,5.75,0.165016502,0.562376238,0.086956522
ALOLET_charged.cif,228,408,24,0,0,0,0,0,0,0,0,0,0,0,0,18, In,289,4.411764706,8,0.204379562,0.691386861,0.166666667
ALOLIX_charged.cif,186,396,18,0,0,0,0,0,0,0,0,0,0,0,0,18, In,299.5,6.060606061,6,0.2109375,0.71625,0.125
ALOLIY_clean.cif,64,128,0,0,0,0,0,0,0,0,16,0,0,0,0,0, Mn,97,12.5,4.5,0.257142857,0.884571429,0
ALOLOD_charged.cif,432,492,30,0,0,0,0,0,0,0,0,0,0,0,0,18, In,269.5,3.658536585,9,0.169312169,0.571851852,0.185185185
ALONEV_clean.cif,224,320,128,0,192,0,0,0,0,0,16,0,0,0,0,0, Mn,81,35,0.285714286,0.349206349,1.097142857,4
ALUJEX_clean.cif,80,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,105,8.333333333,6.333333333,0.243589744,0.837948718,0
ALUJIB_clean.cif,76,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,107,8.333333333,6.166666667,0.241830065,0.831895425,0
ALUJOH_clean.cif,72,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,109,8.333333333,6,0.24,0.8256,0
ALUJUN_clean.cif,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,19,8.333333333,6,0.24,0.8256,0
ALUKAU_clean.cif,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,19,8.333333333,6,0.24,0.8256,0
ALUKIC_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
ALUKOI_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
ALUKUO_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
ALULAV_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
ALULEZ_clean.cif,192,336,48,0,0,0,0,0,0,0,0,0,0,0,0,0, ,229,3.571428571,8,0.210526316,0.696140351,0.5
ALULID_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
ALURAB_clean.cif,136,152,28,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,78,3.947368421,6,0.17877095,0.583687151,0.777777778
ALUREF_clean.cif,136,152,28,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,78,3.947368421,6,0.17877095,0.583687151,0.777777778
ALURIJ_clean.cif,136,152,28,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,78,3.947368421,6,0.17877095,0.583687151,0.777777778
am301365h_si_002_clean.cif,144,96,48,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,13,12.5,0,0.16,0.4864,0
AMAFOK_clean.cif,18,30,12,0,0,0,0,3,0,0,0,0,0,0,0,0, Cu,19,10,4,0.32,1.0368,1
AMAGAX_clean.cif,72,120,48,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,73,10,4,0.32,1.0368,1
AMALND_clean.cif,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,22.22222222,6,0.52173913,1.794782609,0
AMEJOS_charged.cif,144,72,26,0,0,0,0,12,0,0,0,0,0,2,0,0, CuFe,-5.5,19.44444444,2.142857143,0.195804196,0.637202797,0.866666667
AMIKOX_clean.cif,80,96,16,0,8,0,0,0,4,0,0,0,0,0,0,0, Cd,49,4.166666667,0,0.117647059,0.362352941,0
AMILOY_clean.cif,192,240,32,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,137,6.666666667,4,0.176470588,0.583529412,0.5
AMILUE_clean.cif,96,120,16,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,69,6.666666667,4,0.176470588,0.583529412,0.5
AMIMAL_clean.cif,192,240,32,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,137,6.666666667,4,0.176470588,0.583529412,0.5
AMIMEP_clean.cif,96,120,16,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,69,6.666666667,4,0.176470588,0.583529412,0.5
AMIWID_clean.cif,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,13.33333333,6,0.375,1.29,0
AMIWOJ_clean.cif,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,13.33333333,6,0.375,1.29,0
AMIWUP_clean.cif,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,13.33333333,6,0.375,1.29,0
AMIXAW_clean.cif,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,13.33333333,6,0.375,1.29,0
AMIXEA_clean.cif,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,55,13.33333333,6,0.375,1.29,0
AMIZIG_clean.cif,84,108,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,67,11.11111111,4,0.19047619,0.655238095,0
AMODUC_clean.cif,60,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67,4.166666667,6,0.130434783,0.448695652,0
AMOFAK_clean.cif,120,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,133,4.166666667,6,0.130434783,0.448695652,0
AMOYOR_clean.cif,48,60,4,0,0,0,2,0,0,0,0,0,0,0,0,0, Zn,36,3.333333333,4,0.098360656,0.325245902,0.5
AMOZAE_clean.cif,4,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,34,22.22222222,4,0.428571429,1.455238095,0.125
AMUFAR_clean.cif,24,34,2,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,22.5,11.76470588,4,0.225,0.764,0.125
AMUFEV_clean.cif,22,30,2,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,19.5,13.33333333,4,0.243243243,0.825945946,0.125
AMUFIZ_clean.cif,20,28,4,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,18,14.28571429,4,0.277777778,0.933333333,0.25
AMUFOF_clean.cif,22,30,4,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,19,13.33333333,4,0.263157895,0.884210526,0.25
AMUPOP_clean.cif,200,216,48,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,105,5.555555556,4,0.183206107,0.593587786,1
AMUWIP_charged.cif,256,352,32,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,215,5.681818182,0,0.047058824,0.143058824,0
AMUWUB_clean.cif,42,74,6,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,52.5,8.108108108,4,0.197368421,0.663157895,0.25
AMUXAI_clean.cif,52,84,8,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,57,7.142857143,4,0.183908046,0.614252874,0.333333333
ANAWIX_clean.cif,8,64,0,32,0,0,0,0,0,0,0,0,0,0,0,8, In,45,12.5,5,0.473684211,1.743157895,0
ANAWOD_clean.cif,12,96,0,48,0,0,0,0,0,0,0,0,0,0,0,12, In,67,12.5,5,0.473684211,1.743157895,0
ANEHEI_clean.cif,72,70,30,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,27.5,11.42857143,2.5,0.25,0.8,1.5
ANENEN_clean.cif,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,3.703703704,9,0.163636364,0.562909091,0
ANENIR_clean.cif,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,3.703703704,9,0.147540984,0.507540984,0
ANEPIT_clean.cif,104,164,24,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,107,4.87804878,8.5,0.25,0.833913043,0.352941176
ANIDIL_clean.cif,204,276,16,0,0,0,0,0,0,28,0,0,0,0,0,0, Co,171,10.14492754,3.428571429,0.180645161,0.611096774,0.166666667
ANOMOG_clean.cif,68,204,12,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,168,5.882352941,6.666666667,0.244680851,0.82893617,0.15
ANOMUM_clean.cif,20,60,4,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,50,6.666666667,6,0.25,0.845714286,0.166666667
ANONAT_manual.cif,20,60,4,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,50,6.666666667,6,0.098591549,0.333521127,0.166666667
ANUGEW_clean.cif,88,168,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,125,7.142857143,4,0.151898734,0.522531646,0
ANUGIA_clean.cif,42,84,0,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,64,7.142857143,4,0.153846154,0.529230769,0
ANUGOG_clean.cif,56,112,0,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,85,7.142857143,4,0.153846154,0.529230769,0
APACAX_clean.cif,72,192,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,157,6.25,8,0.258064516,0.887741935,0
APARAM_clean.cif,54,90,6,18,0,0,0,0,0,0,3,0,0,0,0,0, Mn,53.5,3.333333333,4,0.196721311,0.716721311,0.5
APAYIB_clean.cif,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,125,4.761904762,6,0.153846154,0.529230769,0
APAYOH_clean.cif,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,125,4.761904762,6,0.153846154,0.529230769,0
APAYUN_clean.cif,88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,125,4.761904762,6,0.153846154,0.529230769,0
APAZAU_clean.cif,120,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,157,3.703703704,6,0.12244898,0.42122449,0
APAZEY_clean.cif,120,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,157,3.703703704,6,0.12244898,0.42122449,0
APAZIC_clean.cif,120,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,157,3.703703704,6,0.12244898,0.42122449,0
APAZOI_clean.cif,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,93,6.666666667,6,0.206896552,0.711724138,0
APEBED_clean.cif,16,48,0,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,41,16.66666667,4,0.285714286,0.982857143,0
APEBEE_clean.cif,28,32,16,0,0,0,0,0,2,0,0,0,0,0,0,0, Cd,15,6.25,3,0.255813953,0.805581395,2.666666667
APEBII_clean.cif,90,342,36,0,0,0,0,18,0,0,0,0,0,0,0,0, Cu,289,5.263157895,9,0.305555556,1.028888889,0.222222222
APEBUU_clean.cif,216,264,128,0,0,0,0,0,24,0,0,0,0,0,0,0, Cd,125,9.090909091,2,0.252873563,0.796321839,2.666666667
APETAS_clean.cif,20,40,0,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,31,15,4.666666667,0.29787234,1.024680851,0
APUPEH_clean.cif,48,216,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,193,5.555555556,8,0.258064516,0.887741935,0
AQAJEI_clean.cif,96,144,48,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,85,5.555555556,4,0.243902439,0.780487805,1.5
AQALIO_clean.cif,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,37.5,5.666666667,0.566666667,1.949333333,0
AQALOU_clean.cif,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,37.5,5.666666667,0.566666667,1.949333333,0
AQEFOS_clean.cif,48,48,24,0,2,0,0,10,0,0,0,0,0,0,12,0, CuMo,18,45.83333333,1.636363636,0.342541436,1.122209945,0.666666667
AQEFUY_clean.cif,112,112,56,0,0,0,0,0,0,0,0,20,0,0,0,0, Ag,43,17.85714286,0,0.186666667,0.567466667,0
AQEGUY_clean.cif,74,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,44,5,12.5,0.231481481,0.796296296,0
AQEQES_clean.cif,8,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,37,10,8,0.380952381,1.31047619,0
AQEQIW_clean.cif,8,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,37,10,8,0.380952381,1.31047619,0
AQERUL_clean.cif,464,512,48,0,0,0,0,0,0,32,0,0,0,0,0,0, Co,269,6.25,3.25,0.131034483,0.434206897,0.461538462
AQETIA_clean.cif,16,48,40,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,31,25,0,0.344827586,1.048275862,0
AQETUM_clean.cif,0,32,32,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,25,37.5,0,0.421052632,1.28,0
AQIQAU_clean.cif,112,192,16,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,133,4.166666667,4,0.133333333,0.440888889,0.5
AQIQIC_clean.cif,40,120,8,0,0,0,0,0,0,0,16,0,0,0,0,0, Mn,99,13.33333333,5.5,0.352941176,1.202352941,0.090909091
AQIXUU_clean.cif,48,12,2,0,0,0,0,0,0,10,0,0,0,0,0,0, Co,-11.5,83.33333333,1.8,0.222222222,0.755555556,0.111111111
AQIXUV_clean.cif,142,168,6,0,0,0,0,0,0,0,0,0,3,0,0,0, Ni,96.5,1.785714286,12,0.118309859,0.400225352,0.166666667
AQMAND01_clean.cif,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,14,22.22222222,6,0.428571429,1.474285714,0
AQMAND_clean.cif,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,37,22.22222222,6,0.52173913,1.794782609,0
AQODOA_clean.cif,60,44,16,0,0,0,0,0,0,0,0,4,0,0,0,0, Ag,11,9.090909091,3,0.2,0.642285714,1.333333333
AQOLEZ_clean.cif,72,88,80,0,3,0,0,0,0,12,0,0,0,0,0,0, Co,31.5,13.63636364,0,0.325490196,0.990901961,0
AQOLID_clean.cif,576,832,512,0,24,0,0,0,0,288,0,0,0,0,0,0, Co,405,34.61538462,0,0.240143369,0.731326165,0
AQOLOJ_clean.cif,72,120,96,0,3,0,0,0,0,12,0,0,0,0,0,0, Co,59.5,10,0,0.326732673,0.994455446,0
AQOLUP_clean.cif,384,768,576,0,24,0,0,0,0,96,0,0,0,0,0,0, Co,421,12.5,0,0.324675325,0.988571429,0
AQOMAW_clean.cif,72,120,48,0,3,0,0,0,0,36,0,0,0,0,0,0, Co,71.5,30,0.333333333,0.216494845,0.675876289,4
AQOMEA01_clean.cif,384,768,576,0,24,0,0,0,0,96,0,0,0,0,0,0, Co,421,12.5,0,0.324675325,0.988571429,0
AQOMEA_clean.cif,384,768,576,0,24,0,0,0,0,96,0,0,0,0,0,0, Co,421,12.5,0,0.324675325,0.988571429,0
AQOSEG_clean.cif,256,320,192,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,145,10,0,0.24,0.7296,0
AQOTIK_clean.cif,0,24,6,0,0,0,0,0,0,0,0,0,0,1,0,0, Fe,23.5,8.333333333,0,0.1875,0.57,0
AQUCOF_clean.cif,30,50,20,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,31,24,1.666666667,0.303030303,0.981818182,1
AQUCOG_clean.cif,18,72,0,0,0,0,0,0,0,0,0,0,18,0,0,0, Ni,64,25,3,0.333333333,1.146666667,0
AQUCUM_clean.cif,18,72,0,0,0,0,0,0,0,0,0,0,18,0,0,0, Ni,64,25,3,0.333333333,1.146666667,0
AQUDAS_clean.cif,30,50,20,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,31,24,1.666666667,0.303030303,0.981818182,1
AQUDAT_clean.cif,56,68,40,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,31,11.76470588,2,0.29787234,0.939574468,2.5
AQUDEX_clean.cif,56,68,40,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,31,11.76470588,2,0.29787234,0.939574468,2.5
AQUDIB_clean.cif,18,72,0,0,0,0,0,0,0,0,0,0,18,0,0,0, Ni,64,25,3,0.333333333,1.146666667,0
AQUDOH_clean.cif,56,68,40,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,31,11.76470588,2,0.29787234,0.939574468,2.5
ARADEE_clean.cif,40,96,12,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,74,12.5,4,0.288461538,0.969230769,0.25
ARAFEF_clean.cif,32,40,24,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,19,10,0,0.24,0.7296,0
ARAFIJ_clean.cif,32,40,24,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,19,10,0,0.24,0.7296,0
ARAFOP_clean.cif,32,40,24,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,19,10,0,0.24,0.7296,0
ARAGOR_clean.cif,32,96,0,0,0,0,0,8,0,0,0,0,0,0,0,0, Cu,81,16.66666667,4,0.285714286,0.982857143,0
ARAHIM01_clean.cif,32,32,16,20,0,0,0,0,0,0,0,0,4,0,0,0, Ni,3,25,0.5,0.357142857,1.267857143,4
ARAHIM02_clean.cif,32,32,16,16,0,0,0,0,0,0,0,0,4,0,0,0, Ni,5,25,1,0.357142857,1.248571429,2
ARAHIM_clean.cif,32,32,16,20,0,0,0,0,0,0,0,0,4,0,0,0, Ni,3,25,0.5,0.357142857,1.267857143,4
ARINOF_clean.cif,40,48,16,0,0,0,0,2,0,0,0,0,0,0,0,0, Cu,25,4.166666667,0,0.150943396,0.458867925,0
ARINUL_clean.cif,112,112,32,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,49,3.571428571,0,0.123076923,0.374153846,0
AROFAP_clean.cif,72,99,0,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,64,6.060606061,6,0.169014085,0.581408451,0
AROFET_clean.cif,48,66,0,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,43,6.060606061,6,0.169014085,0.581408451,0
ARUCOH01_clean.cif,88,128,16,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,81,3.125,7,0.166666667,0.549090909,0.571428571
ARUCUN_clean.cif,40,64,8,0,0,0,0,0,0,2,0,0,0,0,0,0, Co,43,3.125,7,0.171875,0.56625,0.571428571
ARUDAU_clean.cif,40,64,8,0,0,0,0,0,0,2,0,0,0,0,0,0, Co,43,3.125,7,0.171875,0.56625,0.571428571
ARUJED_clean.cif,112,120,40,0,0,0,0,0,0,0,8,0,0,0,0,0, Mn,55,6.666666667,4,0.230769231,0.742564103,1.25
ARUYES_clean.cif,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,49,12.5,4,0.235294118,0.809411765,0
ARUYOB_clean.cif,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.52173913,1.794782609,0
ARUYUH01_clean.cif,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.52173913,1.794782609,0
ARUYUH_clean.cif,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,-7,0,4,0.52173913,1.794782609,0
ASACON_clean.cif,16,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,73,20,4.5,0.391304348,1.346086957,0
ASADAA_clean.cif,44,80,8,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,57,10,4.5,0.25,0.841818182,0.222222222
ASAHEJ_clean.cif,56,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,18,20.83333333,4.4,0.329411765,1.104941176,0.272727273
ASAJOU_clean.cif,76,76,12,0,0,0,0,0,0,0,0,0,8,0,0,0, Ni,36,10.52631579,5.5,0.259259259,0.86962963,0.272727273
ASALAH_clean.cif,28,32,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,17,12.5,2,0.2,0.648,1
ASALIP_clean.cif,36,32,8,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,13,12.5,2,0.181818182,0.589090909,1
ASALOV_clean.cif,76,64,16,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,23,6.25,4,0.181818182,0.589090909,1
ASAMUE_clean.cif,192,192,48,0,0,0,0,0,0,0,0,0,0,0,0,0, ,85,12.5,7.333333333,0.35443038,1.188860759,0.272727273
ASANAL_clean.cif,160,124,16,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,41,3.225806452,4,0.1,0.324,1
ASECUY_clean.cif,120,240,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,175,5,5.333333333,0.191304348,0.637217391,0.375
ASEJOZ01_clean.cif,24,72,32,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,53,16.66666667,2.666666667,0.372093023,1.205581395,1
ASEJOZ_clean.cif,24,72,32,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,53,16.66666667,2.666666667,0.372093023,1.205581395,1
ASEKAM_clean.cif,20,36,16,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,23,22.22222222,3,0.384615385,1.261538462,0.666666667
ASINAT_clean.cif,116,180,16,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,119,3.333333333,4,0.116959064,0.383625731,0.666666667
ASINEX_clean.cif,928,1440,128,0,0,0,48,0,0,0,0,0,0,0,0,0, Zn,945,3.333333333,4,0.116959064,0.383625731,0.666666667
ASINIB_clean.cif,928,1440,128,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,945,3.333333333,4,0.116959064,0.383625731,0.666666667
ASIQEA_clean.cif,72,104,32,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,61,3.846153846,4,0.210526316,0.668070175,2
ASIQIE_clean.cif,72,104,32,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,61,3.846153846,4,0.210526316,0.668070175,2
ASIRUR_clean.cif,24,44,0,0,0,0,0,0,0,0,6,0,0,0,0,0, Mn,33,13.63636364,3.333333333,0.212765957,0.731914894,0
ASIVAB_clean.cif,192,336,16,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,237,7.142857143,4,0.168674699,0.57060241,0.166666667
ASIVEF_clean.cif,224,368,32,0,0,0,0,24,0,0,0,0,0,0,0,0, Cu,249,6.52173913,4.833333333,0.193717277,0.649633508,0.275862069
ASOHUL_clean.cif,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,33,12.5,5,0.357142857,1.228571429,0
ASOSUY_clean.cif,72,108,0,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,73,11.11111111,4,0.195121951,0.671219512,0
ASOVEL_clean.cif,80,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,81,3.333333333,4,0.072727273,0.250181818,0
ASOYOY_clean.cif,256,352,96,0,0,0,0,0,16,0,0,0,0,0,0,0, Cd,201,4.545454545,2,0.170212766,0.534468085,3
ASUBIB_clean.cif,18,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0, ,38.5,8.333333333,6,0.3,1.008,0.25
ASUJIJ_clean.cif,56,96,40,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,59,8.333333333,4,0.310344828,0.99862069,1.25
ASUKEE01_clean.cif,384,480,96,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,265,6.666666667,0,0.096774194,0.294193548,0
ASUKEE_clean.cif,384,480,96,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,265,6.666666667,0,0.096774194,0.294193548,0
ASUWUI_clean.cif,92,152,24,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,101,5.263157895,3,0.16,0.5184,1
ATAFIK_clean.cif,16,80,0,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,73,20,4,0.363636364,1.250909091,0
ATAYAX_clean.cif,60,132,6,6,0,0,12,0,0,0,0,0,0,0,0,0, Zn,98.5,9.090909091,4,0.227272727,0.785,0.125
ATAYEB_clean.cif,60,132,6,12,0,0,0,12,0,0,0,0,0,0,0,0, Cu,95.5,9.090909091,4,0.244444444,0.856,0.125
ATEJOA_clean.cif,40,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,46.5,3.03030303,16,0.23943662,0.818028169,0.0625
ATEXII_clean.cif,64,84,28,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,46,9.523809524,2,0.22,0.7008,1.75
ATEYED_clean.cif,112,112,32,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,49,3.571428571,0,0.123076923,0.374153846,0
ATEYOP_clean.cif,352,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,465,3.75,5.333333333,0.111888112,0.384895105,0
ATEYUV_clean.cif,352,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,465,3.75,5.333333333,0.111888112,0.384895105,0
ATEZAC_clean.cif,176,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,233,3.75,5.333333333,0.111888112,0.384895105,0
